dataset,variant,status,invalid_reasons,warnings,model_type,target_type,num_classes,metapath_blocks,path_lad_blocks,compiled_blocks,teacher_type,teacher_train_acc,teacher_val_acc,teacher_predicted_class_count,use_kd,kd_lambda,temperature,predicted_class_count,block_norm_stats_source,ratio_mode,requested_ratio,requested_full_condensed_node_ratio,total_condensed_node_ratio,accuracy,macro_f1,source_log,block_dims,ce_loss,feature_blocks,kd_loss,path_lad_hub_clip_thresholds,path_lad_leave_one_out_for_train,path_lad_row_normalize,path_lad_uses_train_labels_only,prototype_mode
acm,Medoid-vs-Mean,completed,[],[],compiled_demand_mlp,paper,3,"[""paper-author-paper"", ""paper-subject-paper"", ""paper-term-paper""]",[],"[""self"", ""demand:paper:cite_ref:paper"", ""demand:paper:cited_by:paper"", ""demand:author:writes:paper"", ""demand:subject:subject_of:paper"", ""demand:term:term_in:paper""]",none,,,,False,0.5,2.0,3,train_full_demand_table,target_only,0.096,,0.024584171083896912,0.8682719469070435,0.8684150377909342,experiments\logs\sota_diagnostics_seed42\acm_Medoid-vs-Mean_r0p096_seed42.json,{},,"[""self"", ""paper-author-paper"", ""paper-subject-paper"", ""paper-term-paper"", ""self"", ""demand:paper:cite_ref:paper"", ""demand:paper:cited_by:paper"", ""demand:author:writes:paper"", ""demand:subject:subject_of:paper"", ""demand:term:term_in:paper""]",,,True,,True,kmeans_mean
acm,CoverageMedoid,completed,[],['coverage_medoid is deprecated in this sprint; use teacher_demand_herding instead.'],compiled_demand_mlp,paper,3,"[""paper-author-paper"", ""paper-subject-paper"", ""paper-term-paper""]",[],"[""self"", ""demand:paper:cite_ref:paper"", ""demand:paper:cited_by:paper"", ""demand:author:writes:paper"", ""demand:subject:subject_of:paper"", ""demand:term:term_in:paper""]",none,,,,False,0.5,2.0,3,train_full_demand_table,target_only,0.096,,0.027051727289343814,0.7455146312713623,0.7218442956606547,experiments\logs\sota_diagnostics_seed42\acm_CoverageMedoid_r0p096_seed42.json,{},,"[""self"", ""paper-author-paper"", ""paper-subject-paper"", ""paper-term-paper"", ""self"", ""demand:paper:cite_ref:paper"", ""demand:paper:cited_by:paper"", ""demand:author:writes:paper"", ""demand:subject:subject_of:paper"", ""demand:term:term_in:paper""]",,,True,,True,coverage_medoid
imdb,PathLAD-off,invalid_config,"['path_lad_blocks_empty', 'path_lad_row_normalization_missing', 'path_lad_hub_clipping_missing']",['coverage_medoid is deprecated in this sprint; use teacher_demand_herding instead.'],compiled_demand_mlp,movie,5,"[""movie-director-movie"", ""movie-actor-movie"", ""movie-keyword-movie""]",[],"[""self"", ""demand:director:directs:movie"", ""demand:actor:acts_in:movie"", ""demand:keyword:keyword_in:movie""]",none,,,,False,0.5,2.0,5,train_full_demand_table,target_only,0.048,,0.021568627450980392,,,experiments\logs\sota_diagnostics_seed42\imdb_PathLAD-off_r0p048_seed42.json,{},,"[""self"", ""movie-director-movie"", ""movie-actor-movie"", ""movie-keyword-movie"", ""self"", ""demand:director:directs:movie"", ""demand:actor:acts_in:movie"", ""demand:keyword:keyword_in:movie""]",,,True,,True,coverage_medoid
imdb,PathLAD-on,invalid_config,"['path_lad_row_normalization_missing', 'path_lad_hub_clipping_missing']",['coverage_medoid is deprecated in this sprint; use teacher_demand_herding instead.'],compiled_demand_mlp,movie,5,"[""movie-director-movie"", ""movie-actor-movie"", ""movie-keyword-movie""]","[""MDM"", ""MAM"", ""MKM""]","[""self"", ""demand:director:directs:movie"", ""demand:actor:acts_in:movie"", ""demand:keyword:keyword_in:movie"", ""path_lad:MAM"", ""path_lad:MDM"", ""path_lad:MKM""]",none,,,,False,0.5,2.0,5,train_full_demand_table,target_only,0.048,,0.021568627450980392,,,experiments\logs\sota_diagnostics_seed42\imdb_PathLAD-on_r0p048_seed42.json,{},,"[""self"", ""movie-director-movie"", ""movie-actor-movie"", ""movie-keyword-movie"", ""self"", ""demand:director:directs:movie"", ""demand:actor:acts_in:movie"", ""demand:keyword:keyword_in:movie"", ""path_lad:MAM"", ""path_lad:MDM"", ""path_lad:MKM""]",,,True,,True,coverage_medoid
imdb,KD-off,invalid_config,"['kd_teacher_type_missing', 'teacher_train_acc_missing', 'teacher_val_acc_missing', 'ce_loss_missing', 'kd_loss_missing']",['coverage_medoid is deprecated in this sprint; use teacher_demand_herding instead.'],compiled_demand_mlp,movie,5,"[""movie-director-movie"", ""movie-actor-movie"", ""movie-keyword-movie""]","[""MDM"", ""MAM"", ""MKM""]","[""self"", ""demand:director:directs:movie"", ""demand:actor:acts_in:movie"", ""demand:keyword:keyword_in:movie"", ""path_lad:MAM"", ""path_lad:MDM"", ""path_lad:MKM""]",none,,,,False,0.5,2.0,5,train_full_demand_table,target_only,0.048,,0.021568627450980392,,,experiments\logs\sota_diagnostics_seed42\imdb_KD-off_r0p048_seed42.json,{},,"[""self"", ""movie-director-movie"", ""movie-actor-movie"", ""movie-keyword-movie"", ""self"", ""demand:director:directs:movie"", ""demand:actor:acts_in:movie"", ""demand:keyword:keyword_in:movie"", ""path_lad:MAM"", ""path_lad:MDM"", ""path_lad:MKM""]",,,True,,True,coverage_medoid
imdb,KD-on,invalid_config,"['teacher_train_acc_missing', 'teacher_val_acc_missing', 'ce_loss_missing', 'kd_loss_missing']",['coverage_medoid is deprecated in this sprint; use teacher_demand_herding instead.'],compiled_demand_mlp,movie,5,"[""movie-director-movie"", ""movie-actor-movie"", ""movie-keyword-movie""]","[""MDM"", ""MAM"", ""MKM""]","[""self"", ""demand:director:directs:movie"", ""demand:actor:acts_in:movie"", ""demand:keyword:keyword_in:movie"", ""path_lad:MAM"", ""path_lad:MDM"", ""path_lad:MKM""]",sehgnn_lite,,,,True,0.5,2.0,5,train_full_demand_table,target_only,0.048,,0.021568627450980392,,,experiments\logs\sota_diagnostics_seed42\imdb_KD-on_r0p048_seed42.json,{},,"[""self"", ""movie-director-movie"", ""movie-actor-movie"", ""movie-keyword-movie"", ""self"", ""demand:director:directs:movie"", ""demand:actor:acts_in:movie"", ""demand:keyword:keyword_in:movie"", ""path_lad:MAM"", ""path_lad:MDM"", ""path_lad:MKM""]",,,True,,True,coverage_medoid
acm,S1_clean_metapath_sehgnn,completed,[],[],sehgnn_lite,paper,3,"[""PAP"", ""PSP"", ""PTP""]",[],[],none,,,,False,,,3,train_full_target_rows,train_target,0.048,,0.004021202705172729,0.8432483673095703,0.8443612655003866,experiments\logs\sota_clean_small_seed42\acm_S1_clean_metapath_sehgnn_r0p048_seed42.json,"{'self': 1902, 'PAP': 1902, 'PSP': 1902, 'PTP': 1902}",,"[""self"", ""PAP"", ""PSP"", ""PTP""]",,,,,,class_wise_kmeans_mean
acm,S1_clean_metapath_sehgnn,completed,[],[],sehgnn_lite,paper,3,"[""PAP"", ""PSP"", ""PTP""]",[],[],none,,,,False,,,3,train_full_target_rows,train_target,0.096,,0.007768232498629135,0.8800755143165588,0.8795819679896036,experiments\logs\sota_clean_small_seed42\acm_S1_clean_metapath_sehgnn_r0p096_seed42.json,"{'self': 1902, 'PAP': 1902, 'PSP': 1902, 'PTP': 1902}",,"[""self"", ""PAP"", ""PSP"", ""PTP""]",,,,,,class_wise_kmeans_mean
acm,S1_clean_metapath_sehgnn,completed,[],[],sehgnn_lite,paper,3,"[""PAP"", ""PSP"", ""PTP""]",[],[],none,,,,False,,,3,train_full_target_rows,train_target,0.12,,0.0097788338512155,0.8937677145004272,0.8940866192181905,experiments\logs\sota_clean_small_seed42\acm_S1_clean_metapath_sehgnn_r0p12_seed42.json,"{'self': 1902, 'PAP': 1902, 'PSP': 1902, 'PTP': 1902}",,"[""self"", ""PAP"", ""PSP"", ""PTP""]",,,,,,class_wise_kmeans_mean
acm,S1_clean_metapath_sehgnn,completed,[],[],sehgnn_lite,paper,3,"[""PAP"", ""PSP"", ""PTP""]",[],[],none,,,,False,,,3,train_full_target_rows,train_target,0.15,,0.011698044233229756,0.8706326484680176,0.869088351726532,experiments\logs\sota_clean_small_seed42\acm_S1_clean_metapath_sehgnn_r0p15_seed42.json,"{'self': 1902, 'PAP': 1902, 'PSP': 1902, 'PTP': 1902}",,"[""self"", ""PAP"", ""PSP"", ""PTP""]",,,,,,class_wise_kmeans_mean
dblp,S0_current_best,completed,[],[],relation_linear,author,4,[],[],[],none,,,,False,1.0,2.0,4,train_full_demand_table,target_only,0.005,,0.001224739742804654,0.7838028073310852,0.7758937478065491,experiments\logs\sota_clean_small_seed42\dblp_S0_current_best_r0p005_seed42.json,{},,"[""self""]",,,True,,True,kmeans_mean
dblp,S1_clean_APA_sehgnn,completed,[],[],sehgnn_lite,author,4,"[""APA""]",[],[],none,,,,False,,,4,train_full_target_rows,train_target,0.005,,0.000612369871402327,0.7626760601997375,0.7586506754159927,experiments\logs\sota_clean_small_seed42\dblp_S1_clean_APA_sehgnn_r0p005_seed42.json,"{'self': 334, 'APA': 334}",,"[""self"", ""APA""]",,,,,,class_wise_kmeans_mean
dblp,S0_current_best,completed,[],[],relation_linear,author,4,[],[],[],none,,,,False,1.0,2.0,4,train_full_demand_table,target_only,0.065,,0.006047152480097979,0.7785211205482483,0.7709946632385254,experiments\logs\sota_clean_small_seed42\dblp_S0_current_best_r0p065_seed42.json,{},,"[""self""]",,,True,,True,kmeans_mean
dblp,S1_clean_APA_sehgnn,completed,[],[],sehgnn_lite,author,4,"[""APA""]",[],[],none,,,,False,,,4,train_full_target_rows,train_target,0.065,,0.0030235762400489894,0.7700704336166382,0.7602305710315704,experiments\logs\sota_clean_small_seed42\dblp_S1_clean_APA_sehgnn_r0p065_seed42.json,"{'self': 334, 'APA': 334}",,"[""self"", ""APA""]",,,,,,class_wise_kmeans_mean
dblp,S0_current_best,completed,[],[],relation_linear,author,4,[],[],[],none,,,,False,1.0,2.0,4,train_full_demand_table,target_only,0.096,,0.008955909369259033,0.7845070362091064,0.7770234197378159,experiments\logs\sota_clean_small_seed42\dblp_S0_current_best_r0p096_seed42.json,{},,"[""self""]",,,True,,True,kmeans_mean
dblp,S1_clean_APA_sehgnn,completed,[],[],sehgnn_lite,author,4,"[""APA""]",[],[],none,,,,False,,,4,train_full_target_rows,train_target,0.096,,0.004477954684629516,0.7644366025924683,0.7589197754859924,experiments\logs\sota_clean_small_seed42\dblp_S1_clean_APA_sehgnn_r0p096_seed42.json,"{'self': 334, 'APA': 334}",,"[""self"", ""APA""]",,,,,,class_wise_kmeans_mean
imdb,Rpp_shadow_fusion_class_balanced_reference,completed,[],[],shadow_fusion,movie,5,"[""movie-director-movie"", ""movie-actor-movie"", ""movie-keyword-movie""]",[],[],none,,,,False,1.0,2.0,5,train_full_demand_table,target_only,0.005,,0.005929038281979458,0.3425983786582947,0.3311773508787155,experiments\logs\sota_clean_small_seed42\imdb_Rpp_shadow_fusion_class_balanced_reference_r0p005_seed42.json,{},,"[""self"", ""movie-director-movie"", ""movie-actor-movie"", ""movie-keyword-movie""]",,,True,,True,kmeans_mean
imdb,S1_clean_MAM_MDM_MKM,completed,[],[],sehgnn_lite,movie,5,"[""MDM"", ""MAM"", ""MKM""]",[],[],none,,,,False,,,5,train_full_target_rows,train_target,0.005,,0.0009337068160597573,0.37164270877838135,0.34688123464584353,experiments\logs\sota_clean_small_seed42\imdb_S1_clean_MAM_MDM_MKM_r0p005_seed42.json,"{'self': 3489, 'MDM': 3489, 'MAM': 3489, 'MKM': 3489}",,"[""self"", ""MDM"", ""MAM"", ""MKM""]",,,,,,class_wise_kmeans_mean
imdb,PathLAD_v2_only,completed,[],[],sehgnn_lite,movie,5,[],"[""MAM"", ""MDM"", ""MKM""]",[],none,,,,False,,,5,train_full_target_rows,train_target,0.005,,0.0009337068160597573,0.35352903604507446,0.34126800000667573,experiments\logs\sota_clean_small_seed42\imdb_PathLAD_v2_only_r0p005_seed42.json,"{'path_lad:MAM': 5, 'path_lad:MDM': 5, 'path_lad:MKM': 5}",,"[""self""]",,"{'MAM': 19, 'MDM': 12, 'MKM': 30}",,True,True,class_wise_kmeans_mean
imdb,PathLAD_v2_plus_shadow_fusion,completed,[],[],sehgnn_lite,movie,5,[],"[""MAM"", ""MDM"", ""MKM""]",[],none,,,,False,,,5,train_full_target_rows,train_target,0.005,,0.0009337068160597573,0.3279200494289398,0.31737546622753143,experiments\logs\sota_clean_small_seed42\imdb_PathLAD_v2_plus_shadow_fusion_r0p005_seed42.json,"{'self': 3489, 'path_lad:MAM': 5, 'path_lad:MDM': 5, 'path_lad:MKM': 5}",,"[""self""]",,"{'MAM': 19, 'MDM': 12, 'MKM': 30}",,True,True,class_wise_kmeans_mean
imdb,Rpp_shadow_fusion_class_balanced_reference,completed,[],[],shadow_fusion,movie,5,"[""movie-director-movie"", ""movie-actor-movie"", ""movie-keyword-movie""]",[],[],none,,,,False,1.0,2.0,5,train_full_demand_table,target_only,0.025,,0.011064425770308124,0.34134915471076965,0.3266520440578461,experiments\logs\sota_clean_small_seed42\imdb_Rpp_shadow_fusion_class_balanced_reference_r0p025_seed42.json,{},,"[""self"", ""movie-director-movie"", ""movie-actor-movie"", ""movie-keyword-movie""]",,,True,,True,kmeans_mean
imdb,S1_clean_MAM_MDM_MKM,completed,[],[],sehgnn_lite,movie,5,"[""MDM"", ""MAM"", ""MKM""]",[],[],none,,,,False,,,5,train_full_target_rows,train_target,0.025,,0.0015873015873015873,0.3863210380077362,0.3676772892475128,experiments\logs\sota_clean_small_seed42\imdb_S1_clean_MAM_MDM_MKM_r0p025_seed42.json,"{'self': 3489, 'MDM': 3489, 'MAM': 3489, 'MKM': 3489}",,"[""self"", ""MDM"", ""MAM"", ""MKM""]",,,,,,class_wise_kmeans_mean
imdb,PathLAD_v2_only,completed,[],[],sehgnn_lite,movie,5,[],"[""MAM"", ""MDM"", ""MKM""]",[],none,,,,False,,,5,train_full_target_rows,train_target,0.025,,0.0015873015873015873,0.35227981209754944,0.3251879423856735,experiments\logs\sota_clean_small_seed42\imdb_PathLAD_v2_only_r0p025_seed42.json,"{'path_lad:MAM': 5, 'path_lad:MDM': 5, 'path_lad:MKM': 5}",,"[""self""]",,"{'MAM': 19, 'MDM': 12, 'MKM': 30}",,True,True,class_wise_kmeans_mean
imdb,PathLAD_v2_plus_shadow_fusion,completed,[],[],sehgnn_lite,movie,5,[],"[""MAM"", ""MDM"", ""MKM""]",[],none,,,,False,,,5,train_full_target_rows,train_target,0.025,,0.0015873015873015873,0.3113678991794586,0.3068678677082062,experiments\logs\sota_clean_small_seed42\imdb_PathLAD_v2_plus_shadow_fusion_r0p025_seed42.json,"{'self': 3489, 'path_lad:MAM': 5, 'path_lad:MDM': 5, 'path_lad:MKM': 5}",,"[""self""]",,"{'MAM': 19, 'MDM': 12, 'MKM': 30}",,True,True,class_wise_kmeans_mean
imdb,Rpp_shadow_fusion_class_balanced_reference,completed,[],[],shadow_fusion,movie,5,"[""movie-director-movie"", ""movie-actor-movie"", ""movie-keyword-movie""]",[],[],none,,,,False,1.0,2.0,5,train_full_demand_table,target_only,0.05,,0.022549019607843137,0.3504059910774231,0.33577802777290344,experiments\logs\sota_clean_small_seed42\imdb_Rpp_shadow_fusion_class_balanced_reference_r0p05_seed42.json,{},,"[""self"", ""movie-director-movie"", ""movie-actor-movie"", ""movie-keyword-movie""]",,,True,,True,kmeans_mean
imdb,S1_clean_MAM_MDM_MKM,completed,[],[],sehgnn_lite,movie,5,"[""MDM"", ""MAM"", ""MKM""]",[],[],none,,,,False,,,5,train_full_target_rows,train_target,0.05,,0.0032212885154061623,0.42410993576049805,0.35393159091472626,experiments\logs\sota_clean_small_seed42\imdb_S1_clean_MAM_MDM_MKM_r0p05_seed42.json,"{'self': 3489, 'MDM': 3489, 'MAM': 3489, 'MKM': 3489}",,"[""self"", ""MDM"", ""MAM"", ""MKM""]",,,,,,class_wise_kmeans_mean
imdb,PathLAD_v2_only,completed,[],[],sehgnn_lite,movie,5,[],"[""MAM"", ""MDM"", ""MKM""]",[],none,,,,False,,,5,train_full_target_rows,train_target,0.05,,0.0032212885154061623,0.367582768201828,0.3188542157411575,experiments\logs\sota_clean_small_seed42\imdb_PathLAD_v2_only_r0p05_seed42.json,"{'path_lad:MAM': 5, 'path_lad:MDM': 5, 'path_lad:MKM': 5}",,"[""self""]",,"{'MAM': 19, 'MDM': 12, 'MKM': 30}",,True,True,class_wise_kmeans_mean
imdb,PathLAD_v2_plus_shadow_fusion,completed,[],[],sehgnn_lite,movie,5,[],"[""MAM"", ""MDM"", ""MKM""]",[],none,,,,False,,,5,train_full_target_rows,train_target,0.05,,0.0032212885154061623,0.3372891843318939,0.30090869665145875,experiments\logs\sota_clean_small_seed42\imdb_PathLAD_v2_plus_shadow_fusion_r0p05_seed42.json,"{'self': 3489, 'path_lad:MAM': 5, 'path_lad:MDM': 5, 'path_lad:MKM': 5}",,"[""self""]",,"{'MAM': 19, 'MDM': 12, 'MKM': 30}",,True,True,class_wise_kmeans_mean
ogbn-arxiv,LAD_reference,completed,[],[],compiled_demand_mlp,paper,40,[],[],"[""self"", ""demand:paper:cite_ref:paper"", ""demand:paper:cited_by:paper"", ""label_affinity:paper:cite_ref:paper"", ""label_affinity:paper:cited_by:paper""]",,,,,False,,,39,,target_only,0.06,,0.03663570386729891,0.590210497379303,0.40769136818125845,experiments\logs\lad_stage_medium_seed42\ogbn-arxiv_V2_compiled_plus_lad_r0p06_seed42.json,{},,"[""self"", ""self"", ""demand:paper:cite_ref:paper"", ""demand:paper:cited_by:paper"", ""label_affinity:paper:cite_ref:paper"", ""label_affinity:paper:cited_by:paper""]",,,,,,
ogbn-arxiv,LAD_plus_two_hop_LAD,completed,[],[],compiled_demand_mlp,paper,40,[],"[""P1"", ""P2""]","[""self"", ""demand:paper:cite_ref:paper"", ""demand:paper:cited_by:paper"", ""label_affinity:paper:cite_ref:paper"", ""label_affinity:paper:cited_by:paper"", ""path_lad:P1"", ""path_lad:P2""]",none,,,,False,1.0,2.0,34,train_full_demand_table,target_only,0.06,,0.03663570386729891,0.33508220314979553,0.1428937314078212,experiments\logs\medium_no_diffusion_refine_seed42\ogbn-arxiv_LAD_plus_two_hop_LAD_r0p06_seed42.json,{},,"[""self"", ""self"", ""demand:paper:cite_ref:paper"", ""demand:paper:cited_by:paper"", ""label_affinity:paper:cite_ref:paper"", ""label_affinity:paper:cited_by:paper"", ""path_lad:P1"", ""path_lad:P2""]",,,True,row_l1,True,kmeans_mean
ogbn-arxiv,LAD_plus_two_hop_LAD_plus_lad_fusion_head,completed,[],[],compiled_demand_mlp,paper,40,[],"[""P1"", ""P2""]","[""self"", ""demand:paper:cite_ref:paper"", ""demand:paper:cited_by:paper"", ""label_affinity:paper:cite_ref:paper"", ""label_affinity:paper:cited_by:paper"", ""path_lad:P1"", ""path_lad:P2""]",none,,,,False,1.0,2.0,24,train_full_demand_table,target_only,0.06,,0.03663570386729891,0.3188897669315338,0.09305294038495049,experiments\logs\medium_no_diffusion_refine_seed42\ogbn-arxiv_LAD_plus_two_hop_LAD_plus_lad_fusion_head_r0p06_seed42.json,{},,"[""self"", ""self"", ""demand:paper:cite_ref:paper"", ""demand:paper:cited_by:paper"", ""label_affinity:paper:cite_ref:paper"", ""label_affinity:paper:cited_by:paper"", ""path_lad:P1"", ""path_lad:P2""]",,,True,row_l1,True,kmeans_mean
ogbn-arxiv,LAD_reference,completed,[],[],compiled_demand_mlp,paper,40,[],[],"[""self"", ""demand:paper:cite_ref:paper"", ""demand:paper:cited_by:paper"", ""label_affinity:paper:cite_ref:paper"", ""label_affinity:paper:cited_by:paper""]",,,,,False,,,40,,target_only,0.12,,0.06941532865249818,0.5967738628387451,0.4154518236406147,experiments\logs\lad_stage_medium_seed42\ogbn-arxiv_V2_compiled_plus_lad_r0p12_seed42.json,{},,"[""self"", ""self"", ""demand:paper:cite_ref:paper"", ""demand:paper:cited_by:paper"", ""label_affinity:paper:cite_ref:paper"", ""label_affinity:paper:cited_by:paper""]",,,,,,
ogbn-arxiv,LAD_plus_two_hop_LAD,completed,[],[],compiled_demand_mlp,paper,40,[],"[""P1"", ""P2""]","[""self"", ""demand:paper:cite_ref:paper"", ""demand:paper:cited_by:paper"", ""label_affinity:paper:cite_ref:paper"", ""label_affinity:paper:cited_by:paper"", ""path_lad:P1"", ""path_lad:P2""]",none,,,,False,1.0,2.0,21,train_full_demand_table,target_only,0.12,,0.06941532865249818,0.22848384082317352,0.05985004580579698,experiments\logs\medium_no_diffusion_refine_seed42\ogbn-arxiv_LAD_plus_two_hop_LAD_r0p12_seed42.json,{},,"[""self"", ""self"", ""demand:paper:cite_ref:paper"", ""demand:paper:cited_by:paper"", ""label_affinity:paper:cite_ref:paper"", ""label_affinity:paper:cited_by:paper"", ""path_lad:P1"", ""path_lad:P2""]",,,True,row_l1,True,kmeans_mean
ogbn-arxiv,LAD_plus_two_hop_LAD_plus_lad_fusion_head,completed,[],[],compiled_demand_mlp,paper,40,[],"[""P1"", ""P2""]","[""self"", ""demand:paper:cite_ref:paper"", ""demand:paper:cited_by:paper"", ""label_affinity:paper:cite_ref:paper"", ""label_affinity:paper:cited_by:paper"", ""path_lad:P1"", ""path_lad:P2""]",none,,,,False,1.0,2.0,2,train_full_demand_table,target_only,0.12,,0.06941532865249818,0.22665268182754517,0.019331736117601396,experiments\logs\medium_no_diffusion_refine_seed42\ogbn-arxiv_LAD_plus_two_hop_LAD_plus_lad_fusion_head_r0p12_seed42.json,{},,"[""self"", ""self"", ""demand:paper:cite_ref:paper"", ""demand:paper:cited_by:paper"", ""label_affinity:paper:cite_ref:paper"", ""label_affinity:paper:cited_by:paper"", ""path_lad:P1"", ""path_lad:P2""]",,,True,row_l1,True,kmeans_mean
ogbn-products,LAD_reference,completed,[],[],compiled_demand_mlp,product,42,[],[],"[""self"", ""demand:product:co_purchase:product"", ""demand:product:co_purchased_by:product"", ""label_affinity:product:co_purchase:product"", ""label_affinity:product:co_purchased_by:product""]",,,,,False,,,32,,target_only,0.06,,0.00502239867310677,0.6223331689834595,0.3307438173598828,experiments\logs\lad_stage_medium_seed42\ogbn-products_V2_compiled_plus_lad_r0p06_seed42.json,{},,"[""self"", ""self"", ""demand:product:co_purchase:product"", ""demand:product:co_purchased_by:product"", ""label_affinity:product:co_purchase:product"", ""label_affinity:product:co_purchased_by:product""]",,,,,,
ogbn-products,LAD_plus_two_hop_LAD,oom,['status_not_completed:oom'],[],,,,[],"[""P1"", ""P2""]",[],,,,,False,,,,,train_target,0.06,,,,,experiments\logs\medium_no_diffusion_refine_seed42\ogbn-products_LAD_plus_two_hop_LAD_r0p06_seed42.json,{},,"[""self""]",,,,,,
ogbn-products,LAD_plus_two_hop_LAD_plus_lad_fusion_head,oom,['status_not_completed:oom'],[],,,,[],"[""P1"", ""P2""]",[],,,,,False,,,,,train_target,0.06,,,,,experiments\logs\medium_no_diffusion_refine_seed42\ogbn-products_LAD_plus_two_hop_LAD_plus_lad_fusion_head_r0p06_seed42.json,{},,"[""self""]",,,,,,
ogbn-products,LAD_plus_balanced_softmax,oom,['status_not_completed:oom'],[],,,,[],"[""P1"", ""P2""]",[],,,,,False,,,,,train_target,0.06,,,,,experiments\logs\medium_no_diffusion_refine_seed42\ogbn-products_LAD_plus_balanced_softmax_r0p06_seed42.json,{},,"[""self""]",,,,,,
ogbn-products,LAD_reference,completed,[],[],compiled_demand_mlp,product,42,[],[],"[""self"", ""demand:product:co_purchase:product"", ""demand:product:co_purchased_by:product"", ""label_affinity:product:co_purchase:product"", ""label_affinity:product:co_purchased_by:product""]",,,,,False,,,31,,target_only,0.12,,0.009596048066396927,0.6586742401123047,0.3380637136387064,experiments\logs\lad_stage_medium_seed42\ogbn-products_V2_compiled_plus_lad_r0p12_seed42.json,{},,"[""self"", ""self"", ""demand:product:co_purchase:product"", ""demand:product:co_purchased_by:product"", ""label_affinity:product:co_purchase:product"", ""label_affinity:product:co_purchased_by:product""]",,,,,,
ogbn-products,LAD_plus_two_hop_LAD,oom,['status_not_completed:oom'],[],,,,[],"[""P1"", ""P2""]",[],,,,,False,,,,,train_target,0.12,,,,,experiments\logs\medium_no_diffusion_refine_seed42\ogbn-products_LAD_plus_two_hop_LAD_r0p12_seed42.json,{},,"[""self""]",,,,,,
ogbn-products,LAD_plus_two_hop_LAD_plus_lad_fusion_head,oom,['status_not_completed:oom'],[],,,,[],"[""P1"", ""P2""]",[],,,,,False,,,,,train_target,0.12,,,,,experiments\logs\medium_no_diffusion_refine_seed42\ogbn-products_LAD_plus_two_hop_LAD_plus_lad_fusion_head_r0p12_seed42.json,{},,"[""self""]",,,,,,
ogbn-products,LAD_plus_balanced_softmax,timeout_dropped,['status_not_completed:timeout_dropped'],[],,,,[],"[""P1"", ""P2""]",[],,,,,False,,,,,train_target,0.12,,,,,experiments\logs\medium_no_diffusion_refine_seed42\ogbn-products_LAD_plus_balanced_softmax_r0p12_seed42.json,{},,"[""self""]",,,,,,
